Participant_ID	P11	Block Order	1	Date	2023-04-28-1110
Trialnumber	Winpos	Losspos	Side	Order	Choice	RT	Choiceside	Winchosen	LossChosen	TotalMoney	Fixonset	Choiceonset	Monitoronset	Winresonset	Lossresonset	stima	stimb	Blocknum
1	0	0	0	1	0	1.63079035282135	left	1	-1	1.65	0.5944721999985632	1.5943641000194475	3.231502700014971	4.237456000002567	-1	j	K	1
2	0	0	0	1	0	4.3301167488098145	left	1	-1	1.8	5.274599900003523	6.275752300018212	10.6198661000235	11.980987800023286	-1	j	K	1
3	0	0	1	1	0	3.0372772216796875	right	1	-1	1.95	13.212725300021702	14.213651700003538	17.259104299999308	18.415127900021616	-1	j	K	1
4	0	0	0	1	1	0.0	right	0	-1	1.95	19.6469074000197	20.64743890002137	20.655555600009393	21.668335800000932	-1	j	K	1
5	0	0	0	1	1	0.0	right	0	-1	1.95	22.68855550000444	23.689129400008824	23.84379060001811	24.85662730000331	-1	j	K	1
6	0	0	1	1	0	0.0	right	1	-1	2.1	25.951494700013427	26.938522300013574	26.949822700000368	27.96887219999917	-1	j	K	1
7	0	0	1	1	0	0.0	right	1	-1	2.25	29.282605000014883	30.28308580000885	30.314217200007988	31.456444300012663	-1	j	K	1
8	1	1	0	1	1	0.0	right	1	-1	2.4	32.494221800006926	33.49482120000175	33.50418690001243	34.523866200004704	-1	j	K	1
9	1	1	1	1	0	0.0	right	0	-1	2.4	35.68440480000572	36.68466769999941	37.05141250000452	38.057266300020274	-1	j	K	1
10	1	1	1	1	0	0.0	right	0	-1	2.4	39.07401360000949	40.07425650002551	40.080791400017915	41.08648009999888	-1	j	K	1
