Participant_ID	P11	Block Order	1	Date	2023-05-11-0112
Trialnumber	Winpos	Losspos	Side	Order	Choice	RT	Choiceside	Winchosen	LossChosen	TotalMoney	Fixonset	Choiceonset	Monitoronset	Winresonset	Lossresonset	stima	stimb	Blocknum
1	0	0	0	1	1	1.7331281900405884	right	0	-1	1.5	0.5869519999978365	1.5875328999973135	3.325727600007667	4.330152499998803	-1	s	F	1
2	0	0	1	1	0	1.9646157026290894	right	1	-1	1.65	5.346718500004499	6.347262399998726	8.31679019999865	9.32178820000263	-1	s	F	1
3	1	1	0	1	1	1.681810736656189	right	1	-1	1.8	10.39765620000253	11.396960800004308	13.083297499993932	14.08733769999526	-1	s	F	1
4	1	1	1	1	0	6.428598403930664	right	0	-1	1.8	15.100787000003038	16.099916499995743	22.533104700007243	23.537930100006633	-1	s	F	1
5	1	1	1	1	0	3.290626287460327	right	0	-1	1.8	24.554204700005357	25.55495950000477	28.850363300007302	29.854630600006203	-1	s	F	1
6	1	1	1	0	0	0.7193560004234314	right	-1	0	1.8	43.85642619999999	44.85648289999517	45.58129689999623	-1	46.58665779999865	e	i	2
7	1	1	1	0	0	0.5419380068778992	right	-1	0	1.8	47.60435680000228	48.60496850000345	49.15169579999929	-1	50.15621319999627	e	i	2
8	1	1	0	0	1	2.713599681854248	right	-1	1	1.65	51.163069600006565	52.16408260000753	54.882087999998475	-1	55.88653940000222	e	i	2
9	1	1	1	0	0	4.060606002807617	right	-1	0	1.65	56.900042699999176	57.900570400001016	61.965900299997884	-1	62.96998330000497	e	i	2
10	0	0	0	0	1	4.476018905639648	right	-1	0	1.65	63.986945900003775	64.98721880000085	69.46814270000323	-1	70.47271919999912	e	i	2
11	1	1	1	1	0	0.4345996081829071	right	0	-1	1.65	82.45029760000762	83.45128660000046	83.89111799999955	84.89535809999506	-1	j	K	3
