Participant_ID	P04	Block Order	1	Date	2023-04-13-1151
Trialnumber	Winpos	Losspos	Side	Order	Choice	RT	Choiceside	Winchosen	LossChosen	TotalMoney	Fixonset	Choiceonset	Monitoronset	Winresonset	Lossresonset	stima	stimb	Blocknum
1	1	1	0	1	0	1.4051614999771118	left	0	0	1.5	0.6891952000005404	1.689658899999813	3.101138300000457	4.106930099999772	5.151362499999777	b	j	1
2	0	1	0	0	1	1.5061181783676147	right	0	1	1.35	6.169984000000113	7.1705360000005385	8.68284279999989	10.696392200000446	9.689372100000583	b	j	1
3	0	1	1	1	1	0.3229897916316986	left	0	1	1.2	11.720240000000558	12.720572600000196	13.049565100000109	14.055282100000113	15.062681000000339	b	j	1
4	1	1	1	0	0	1.7569607496261597	right	0	0	1.2	16.086184400000093	17.086792699999933	18.849877600000582	20.863485700000638	19.856055600000218	b	j	1
5	0	1	1	1	1	0.5712316036224365	left	0	1	1.05	21.881306799999948	22.88197769999988	23.59964140000011	24.605183200000283	25.61350670000047	b	j	1
6	0	1	1	0	0	2.774592161178589	right	1	0	1.2	26.634170299999823	27.634687400000075	30.415015500000663	32.50686620000033	31.421646300000248	b	j	1
7	0	0	1	1	1	0.7985973954200745	left	0	0	1.2	33.52720480000062	34.52772139999979	35.3324190000003	36.33812660000058	37.345816099999865	b	j	1
8	0	0	0	0	1	0.6125820279121399	right	0	0	1.2	38.36268269999982	39.363375500000075	39.98213470000064	41.99825750000036	40.98797400000058	b	j	1
9	1	1	0	1	0	0.8773329854011536	left	0	0	1.2	43.01446860000033	44.01518800000031	44.898322900000494	45.90444910000042	46.911753400000634	b	j	1
10	0	1	1	0	0	2.7427430152893066	right	1	0	1.35	47.92945250000048	48.92978829999993	51.67850280000039	53.8342233000003	52.68401450000056	b	j	1
